Image,Label,Size,Format
Data/Man/face_624.jpg,0,"(86, 104)",jpg
Data/Man/face_625.jpg,0,"(112, 162)",jpg
Data/Man/face_627.jpg,0,"(77, 95)",jpg
Data/Man/face_628.jpg,0,"(402, 533)",jpg
Data/Man/face_629.jpg,0,"(362, 486)",jpg
Data/Man/face_630.jpg,0,"(438, 510)",jpg
Data/Man/face_631.jpg,0,"(242, 270)",jpg
Data/Man/face_634.jpg,0,"(269, 400)",jpg
Data/Man/face_637.jpg,0,"(251, 355)",jpg
Data/Man/face_639.jpg,0,"(149, 215)",jpg
Data/Man/face_640.jpg,0,"(160, 233)",jpg
Data/Man/face_641.jpg,0,"(206, 274)",jpg
Data/Man/face_642.jpg,0,"(218, 309)",jpg
Data/Man/face_644.jpg,0,"(231, 306)",jpg
Data/Man/face_645.jpg,0,"(106, 137)",jpg
Data/Man/face_646.jpg,0,"(292, 403)",jpg
Data/Man/face_648.jpg,0,"(168, 247)",jpg
Data/Man/face_649.jpg,0,"(75, 101)",jpg
Data/Man/face_650.jpg,0,"(261, 312)",jpg
Data/Man/face_653.jpg,0,"(59, 70)",jpg
Data/Man/face_654.jpg,0,"(126, 177)",jpg
Data/Man/face_655.jpg,0,"(146, 205)",jpg
Data/Man/face_656.jpg,0,"(178, 228)",jpg
Data/Man/face_657.jpg,0,"(109, 147)",jpg
Data/Man/face_658.jpg,0,"(230, 325)",jpg
Data/Man/face_659.jpg,0,"(439, 653)",jpg
Data/Man/face_660.jpg,0,"(430, 580)",jpg
Data/Man/face_661.jpg,0,"(110, 145)",jpg
Data/Man/face_662.jpg,0,"(219, 322)",jpg
Data/Man/face_664.jpg,0,"(92, 133)",jpg
Data/Man/face_665.jpg,0,"(120, 153)",jpg
Data/Man/face_666.jpg,0,"(194, 261)",jpg
Data/Man/face_668.jpg,0,"(137, 202)",jpg
Data/Man/face_670.jpg,0,"(170, 219)",jpg
Data/Man/face_671.jpg,0,"(71, 96)",jpg
Data/Man/face_672.jpg,0,"(429, 648)",jpg
Data/Man/face_674.jpg,0,"(117, 162)",jpg
Data/Man/face_676.jpg,0,"(60, 95)",jpg
Data/Man/face_677.jpg,0,"(136, 193)",jpg
Data/Man/face_679.jpg,0,"(88, 127)",jpg
Data/Man/face_680.jpg,0,"(450, 615)",jpg
Data/Man/face_683.jpg,0,"(125, 147)",jpg
Data/Man/face_684.jpg,0,"(188, 262)",jpg
Data/Man/face_685.jpg,0,"(175, 221)",jpg
Data/Man/face_686.jpg,0,"(440, 657)",jpg
Data/Man/face_689.jpg,0,"(505, 640)",jpg
Data/Man/face_690.jpg,0,"(166, 223)",jpg
Data/Man/face_692.jpg,0,"(220, 309)",jpg
Data/Man/face_694.jpg,0,"(158, 217)",jpg
Data/Man/face_695.jpg,0,"(320, 453)",jpg
Data/Man/face_696.jpg,0,"(349, 487)",jpg
Data/Man/face_698.jpg,0,"(114, 154)",jpg
Data/Man/face_699.jpg,0,"(97, 138)",jpg
Data/Man/face_700.jpg,0,"(172, 198)",jpg
Data/Man/face_701.jpg,0,"(154, 201)",jpg
Data/Man/face_702.jpg,0,"(177, 272)",jpg
Data/Man/face_703.jpg,0,"(265, 354)",jpg
Data/Man/face_705.jpg,0,"(124, 158)",jpg
Data/Man/face_706.jpg,0,"(175, 244)",jpg
Data/Man/face_707.jpg,0,"(88, 125)",jpg
Data/Man/face_709.jpg,0,"(89, 118)",jpg
Data/Man/face_710.jpg,0,"(156, 218)",jpg
Data/Man/face_711.jpg,0,"(225, 283)",jpg
Data/Man/face_712.jpg,0,"(279, 420)",jpg
Data/Man/face_713.jpg,0,"(324, 440)",jpg
Data/Man/face_714.jpg,0,"(124, 168)",jpg
Data/Man/face_716.jpg,0,"(152, 204)",jpg
Data/Man/face_718.jpg,0,"(139, 197)",jpg
Data/Man/face_719.jpg,0,"(583, 732)",jpg
Data/Man/face_720.jpg,0,"(103, 142)",jpg
Data/Man/face_721.jpg,0,"(362, 478)",jpg
Data/Man/face_723.jpg,0,"(133, 201)",jpg
Data/Man/face_725.jpg,0,"(139, 195)",jpg
Data/Man/face_726.jpg,0,"(272, 363)",jpg
Data/Man/face_728.jpg,0,"(79, 130)",jpg
Data/Man/face_729.jpg,0,"(516, 670)",jpg
Data/Man/face_731.jpg,0,"(285, 428)",jpg
Data/Man/face_734.jpg,0,"(294, 263)",jpg
Data/Man/face_739.jpg,0,"(80, 114)",jpg
Data/Man/face_741.jpg,0,"(169, 215)",jpg
Data/Man/face_745.jpg,0,"(328, 437)",jpg
Data/Man/face_746.jpg,0,"(533, 704)",jpg
Data/Man/face_747.jpg,0,"(286, 354)",jpg
Data/Man/face_748.jpg,0,"(217, 343)",jpg
Data/Man/face_749.jpg,0,"(142, 155)",jpg
Data/Man/face_750.jpg,0,"(122, 176)",jpg
Data/Man/face_751.jpg,0,"(78, 110)",jpg
Data/Man/face_752.jpg,0,"(159, 205)",jpg
Data/Man/face_753.jpg,0,"(116, 150)",jpg
Data/Man/face_755.jpg,0,"(113, 161)",jpg
Data/Man/face_756.jpg,0,"(591, 757)",jpg
Data/Man/face_758.jpg,0,"(229, 314)",jpg
Data/Man/face_759.jpg,0,"(241, 374)",jpg
Data/Man/face_760.jpg,0,"(231, 269)",jpg
Data/Man/face_761.jpg,0,"(164, 207)",jpg
Data/Man/face_762.jpg,0,"(575, 729)",jpg
Data/Man/face_763.jpg,0,"(188, 255)",jpg
Data/Man/face_764.jpg,0,"(79, 106)",jpg
Data/Man/face_765.jpg,0,"(407, 558)",jpg
Data/Man/face_767.jpg,0,"(151, 204)",jpg
Data/Man/face_768.jpg,0,"(372, 437)",jpg
Data/Man/face_769.jpg,0,"(111, 156)",jpg
Data/Man/face_770.jpg,0,"(229, 296)",jpg
Data/Man/face_771.jpg,0,"(218, 298)",jpg
Data/Man/face_772.jpg,0,"(145, 181)",jpg
Data/Man/face_773.jpg,0,"(288, 360)",jpg
Data/Man/face_774.jpg,0,"(254, 323)",jpg
Data/Man/face_776.jpg,0,"(182, 246)",jpg
Data/Man/face_780.jpg,0,"(208, 289)",jpg
Data/Man/face_781.jpg,0,"(68, 95)",jpg
Data/Man/face_782.jpg,0,"(76, 106)",jpg
Data/Man/face_783.jpg,0,"(385, 529)",jpg
Data/Man/face_784.jpg,0,"(137, 174)",jpg
Data/Man/face_787.jpg,0,"(129, 160)",jpg
Data/Man/face_795.jpg,0,"(352, 513)",jpg
Data/Man/face_799.jpg,0,"(224, 303)",jpg
Data/Man/face_802.jpg,0,"(118, 163)",jpg
Data/Man/face_805.jpg,0,"(343, 327)",jpg
Data/Man/face_810.jpg,0,"(103, 137)",jpg
Data/Man/face_811.jpg,0,"(93, 134)",jpg
Data/Man/face_816.jpg,0,"(282, 406)",jpg
Data/Man/face_817.jpg,0,"(67, 81)",jpg
Data/Man/face_818.jpg,0,"(187, 240)",jpg
Data/Man/face_819.jpg,0,"(201, 251)",jpg
Data/Man/face_830.jpg,0,"(64, 90)",jpg
Data/Man/face_831.jpg,0,"(200, 255)",jpg
Data/Man/face_832.jpg,0,"(109, 154)",jpg
Data/Man/face_833.jpg,0,"(37, 50)",jpg
Data/Man/face_834.jpg,0,"(233, 329)",jpg
Data/Man/face_835.jpg,0,"(58, 83)",jpg
Data/Man/face_836.jpg,0,"(89, 126)",jpg
Data/Man/face_837.jpg,0,"(111, 149)",jpg
Data/Man/face_838.jpg,0,"(358, 461)",jpg
Data/Man/face_839.jpg,0,"(177, 235)",jpg
Data/Man/face_841.jpg,0,"(111, 127)",jpg
Data/Man/face_843.jpg,0,"(153, 211)",jpg
Data/Man/face_844.jpg,0,"(166, 219)",jpg
Data/Man/face_845.jpg,0,"(227, 307)",jpg
Data/Man/face_846.jpg,0,"(237, 323)",jpg
Data/Man/face_847.jpg,0,"(174, 210)",jpg
Data/Man/face_848.jpg,0,"(82, 108)",jpg
Data/Man/face_849.jpg,0,"(325, 389)",jpg
Data/Man/face_850.jpg,0,"(244, 331)",jpg
Data/Man/face_851.jpg,0,"(59, 82)",jpg
Data/Man/face_852.jpg,0,"(38, 49)",jpg
Data/Man/face_853.jpg,0,"(241, 353)",jpg
Data/Man/face_854.jpg,0,"(175, 238)",jpg
Data/Man/face_855.jpg,0,"(170, 245)",jpg
Data/Man/face_857.jpg,0,"(217, 267)",jpg
Data/Man/face_859.jpg,0,"(115, 165)",jpg
Data/Man/face_860.jpg,0,"(217, 324)",jpg
Data/Man/face_861.jpg,0,"(56, 66)",jpg
Data/Man/face_862.jpg,0,"(35, 49)",jpg
Data/Man/face_863.jpg,0,"(147, 199)",jpg
Data/Man/face_864.jpg,0,"(70, 92)",jpg
Data/Man/face_865.jpg,0,"(120, 169)",jpg
Data/Man/face_866.jpg,0,"(75, 118)",jpg
Data/Man/face_867.jpg,0,"(130, 165)",jpg
Data/Man/face_869.jpg,0,"(115, 156)",jpg
Data/Man/face_870.jpg,0,"(177, 230)",jpg
Data/Man/face_871.jpg,0,"(115, 184)",jpg
Data/Man/face_872.jpg,0,"(114, 159)",jpg
Data/Man/face_873.jpg,0,"(235, 273)",jpg
Data/Man/face_875.jpg,0,"(107, 163)",jpg
Data/Man/face_876.jpg,0,"(219, 297)",jpg
Data/Man/face_878.jpg,0,"(293, 400)",jpg
Data/Man/face_880.jpg,0,"(79, 110)",jpg
Data/Man/face_887.jpg,0,"(175, 236)",jpg
Data/Man/face_888.jpg,0,"(110, 149)",jpg
Data/Man/face_889.jpg,0,"(58, 75)",jpg
Data/Man/face_890.jpg,0,"(109, 135)",jpg
Data/Man/face_892.jpg,0,"(369, 565)",jpg
Data/Man/face_895.jpg,0,"(106, 146)",jpg
Data/Man/face_898.jpg,0,"(130, 169)",jpg
Data/Man/face_899.jpg,0,"(190, 244)",jpg
Data/Man/face_900.jpg,0,"(156, 249)",jpg
Data/Man/face_901.jpg,0,"(195, 242)",jpg
Data/Man/face_902.jpg,0,"(108, 163)",jpg
Data/Man/face_903.jpg,0,"(124, 185)",jpg
Data/Man/face_904.jpg,0,"(59, 75)",jpg
Data/Man/face_905.jpg,0,"(67, 81)",jpg
Data/Man/face_906.jpg,0,"(237, 287)",jpg
Data/Man/face_908.jpg,0,"(154, 213)",jpg
Data/Man/face_909.jpg,0,"(584, 799)",jpg
Data/Man/face_910.jpg,0,"(140, 180)",jpg
Data/Man/face_911.jpg,0,"(603, 780)",jpg
Data/Man/face_912.jpg,0,"(318, 458)",jpg
Data/Man/face_916.jpg,0,"(155, 218)",jpg
Data/Man/face_917.jpg,0,"(66, 91)",jpg
Data/Man/face_918.jpg,0,"(175, 238)",jpg
Data/Man/face_922.jpg,0,"(158, 203)",jpg
Data/Man/face_923.jpg,0,"(166, 244)",jpg
Data/Man/face_924.jpg,0,"(79, 103)",jpg
Data/Man/face_925.jpg,0,"(669, 969)",jpg
Data/Man/face_926.jpg,0,"(75, 98)",jpg
Data/Man/face_927.jpg,0,"(93, 132)",jpg
Data/Man/face_928.jpg,0,"(45, 59)",jpg
Data/Man/face_929.jpg,0,"(253, 361)",jpg
Data/Man/face_930.jpg,0,"(170, 231)",jpg
Data/Man/face_931.jpg,0,"(252, 376)",jpg
Data/Man/face_933.jpg,0,"(116, 157)",jpg
Data/Man/face_934.jpg,0,"(65, 89)",jpg
Data/Man/face_935.jpg,0,"(219, 310)",jpg
Data/Man/face_936.jpg,0,"(82, 121)",jpg
Data/Man/face_937.jpg,0,"(249, 355)",jpg
Data/Man/face_938.jpg,0,"(56, 79)",jpg
Data/Man/face_939.jpg,0,"(50, 76)",jpg
Data/Man/face_940.jpg,0,"(154, 221)",jpg
Data/Man/face_941.jpg,0,"(47, 65)",jpg
Data/Man/face_942.jpg,0,"(50, 76)",jpg
Data/Man/face_943.jpg,0,"(676, 886)",jpg
Data/Man/face_945.jpg,0,"(163, 208)",jpg
Data/Man/face_949.jpg,0,"(183, 279)",jpg
Data/Man/face_950.jpg,0,"(145, 207)",jpg
Data/Man/face_951.jpg,0,"(358, 565)",jpg
Data/Man/face_952.jpg,0,"(136, 175)",jpg
Data/Man/face_953.jpg,0,"(62, 89)",jpg
Data/Man/face_954.jpg,0,"(36, 50)",jpg
Data/Man/face_955.jpg,0,"(200, 248)",jpg
Data/Man/face_957.jpg,0,"(151, 203)",jpg
Data/Man/face_959.jpg,0,"(153, 199)",jpg
Data/Man/face_960.jpg,0,"(134, 173)",jpg
Data/Man/face_961.jpg,0,"(98, 130)",jpg
Data/Man/face_962.jpg,0,"(62, 88)",jpg
Data/Man/face_963.jpg,0,"(85, 100)",jpg
Data/Man/face_964.jpg,0,"(458, 597)",jpg
Data/Man/face_966.jpg,0,"(217, 304)",jpg
Data/Man/face_967.jpg,0,"(109, 153)",jpg
Data/Man/face_968.jpg,0,"(171, 237)",jpg
Data/Man/face_970.jpg,0,"(85, 124)",jpg
Data/Man/face_972.jpg,0,"(33, 52)",jpg
Data/Man/face_973.jpg,0,"(525, 747)",jpg
Data/Man/face_974.jpg,0,"(129, 180)",jpg
Data/Man/face_975.jpg,0,"(141, 214)",jpg
Data/Man/face_976.jpg,0,"(149, 186)",jpg
Data/Man/face_977.jpg,0,"(197, 278)",jpg
Data/Man/face_978.jpg,0,"(145, 210)",jpg
Data/Man/face_979.jpg,0,"(114, 168)",jpg
Data/Man/face_981.jpg,0,"(183, 247)",jpg
Data/Man/face_985.jpg,0,"(520, 720)",jpg
Data/Man/face_986.jpg,0,"(148, 181)",jpg
Data/Man/face_987.jpg,0,"(198, 255)",jpg
Data/Man/face_988.jpg,0,"(211, 250)",jpg
Data/Man/face_989.jpg,0,"(157, 224)",jpg
Data/Man/face_990.jpg,0,"(275, 445)",jpg
Data/Man/face_991.jpg,0,"(121, 154)",jpg
Data/Man/face_992.jpg,0,"(281, 399)",jpg
Data/Man/face_993.jpg,0,"(25, 35)",jpg
Data/Man/face_994.jpg,0,"(31, 44)",jpg
Data/Man/face_995.jpg,0,"(280, 367)",jpg
Data/Man/face_996.jpg,0,"(877, 1274)",jpg
Data/Man/face_997.jpg,0,"(127, 175)",jpg
Data/Man/face_999.jpg,0,"(167, 238)",jpg
Data/Man/face_1000.jpg,0,"(118, 198)",jpg
Data/Man/face_1001.jpg,0,"(165, 191)",jpg
Data/Man/face_1003.jpg,0,"(76, 105)",jpg
Data/Man/face_1004.jpg,0,"(154, 207)",jpg
Data/Man/face_1005.jpg,0,"(69, 89)",jpg
Data/Man/face_1006.jpg,0,"(91, 126)",jpg
Data/Man/face_1007.jpg,0,"(172, 241)",jpg
Data/Man/face_1010.jpg,0,"(150, 198)",jpg
Data/Man/face_1011.jpg,0,"(53, 74)",jpg
Data/Man/face_1012.jpg,0,"(870, 1167)",jpg
Data/Man/face_1014.jpg,0,"(91, 129)",jpg
Data/Man/face_1016.jpg,0,"(496, 586)",jpg
Data/Man/face_1018.jpg,0,"(153, 215)",jpg
Data/Man/face_1019.jpg,0,"(121, 203)",jpg
Data/Man/face_1020.jpg,0,"(283, 406)",jpg
Data/Man/face_1021.jpg,0,"(558, 729)",jpg
Data/Man/face_1022.jpg,0,"(128, 154)",jpg
Data/Man/face_1023.jpg,0,"(70, 92)",jpg
Data/Man/face_1024.jpg,0,"(88, 125)",jpg
Data/Man/face_1025.jpg,0,"(145, 177)",jpg
Data/Man/face_1026.jpg,0,"(124, 176)",jpg
Data/Man/face_1028.jpg,0,"(88, 128)",jpg
Data/Man/face_1029.jpg,0,"(234, 306)",jpg
Data/Man/face_1030.jpg,0,"(90, 116)",jpg
Data/Man/face_1032.jpg,0,"(76, 108)",jpg
Data/Man/face_1033.jpg,0,"(144, 205)",jpg
Data/Man/face_1034.jpg,0,"(114, 154)",jpg
Data/Man/face_1035.jpg,0,"(206, 265)",jpg
Data/Man/face_1036.jpg,0,"(116, 157)",jpg
Data/Man/face_1037.jpg,0,"(158, 212)",jpg
Data/Man/face_1038.jpg,0,"(332, 498)",jpg
Data/Man/face_1041.jpg,0,"(417, 551)",jpg
Data/Man/face_1045.jpg,0,"(196, 275)",jpg
Data/Man/face_1046.jpg,0,"(145, 194)",jpg
Data/Man/face_1047.jpg,0,"(167, 218)",jpg
Data/Man/face_1048.jpg,0,"(128, 178)",jpg
Data/Man/face_1050.jpg,0,"(211, 286)",jpg
Data/Man/face_1051.jpg,0,"(108, 145)",jpg
Data/Man/face_1053.jpg,0,"(118, 144)",jpg
Data/Man/face_1054.jpg,0,"(270, 363)",jpg
Data/Man/face_1055.jpg,0,"(100, 136)",jpg
Data/Man/face_1056.jpg,0,"(240, 299)",jpg
Data/Man/face_1058.jpg,0,"(213, 302)",jpg
Data/Man/face_1059.jpg,0,"(94, 123)",jpg
Data/Man/face_1060.jpg,0,"(106, 138)",jpg
Data/Man/face_1061.jpg,0,"(114, 160)",jpg
Data/Man/face_1062.jpg,0,"(371, 442)",jpg
Data/Man/face_1065.jpg,0,"(221, 257)",jpg
Data/Man/face_1066.jpg,0,"(85, 110)",jpg
Data/Man/face_1069.jpg,0,"(186, 216)",jpg
Data/Man/face_1074.jpg,0,"(156, 223)",jpg
Data/Man/face_1075.jpg,0,"(653, 828)",jpg
Data/Man/face_1076.jpg,0,"(140, 180)",jpg
Data/Man/face_1077.jpg,0,"(204, 246)",jpg
Data/Man/face_1078.jpg,0,"(54, 67)",jpg
Data/Man/face_1079.jpg,0,"(198, 247)",jpg
Data/Man/face_1080.jpg,0,"(104, 142)",jpg
Data/Man/face_1081.jpg,0,"(211, 291)",jpg
Data/Man/face_1082.jpg,0,"(193, 272)",jpg
Data/Man/face_1083.jpg,0,"(136, 189)",jpg
Data/Man/face_1084.jpg,0,"(115, 168)",jpg
Data/Man/face_1085.jpg,0,"(268, 364)",jpg
Data/Man/face_1086.jpg,0,"(100, 135)",jpg
Data/Man/face_1088.jpg,0,"(352, 471)",jpg
Data/Man/face_1090.jpg,0,"(191, 194)",jpg
Data/Man/face_1091.jpg,0,"(164, 215)",jpg
Data/Man/face_1092.jpg,0,"(208, 263)",jpg
Data/Man/face_1093.jpg,0,"(80, 104)",jpg
Data/Man/face_1094.jpg,0,"(119, 145)",jpg
Data/Man/face_1095.jpg,0,"(89, 126)",jpg
Data/Man/face_1096.jpg,0,"(97, 128)",jpg
Data/Man/face_1097.jpg,0,"(205, 256)",jpg
Data/Man/face_1098.jpg,0,"(132, 184)",jpg
Data/Man/face_1099.jpg,0,"(127, 171)",jpg
Data/Man/face_1101.jpg,0,"(126, 159)",jpg
Data/Man/face_1102.jpg,0,"(151, 206)",jpg
Data/Man/face_1104.jpg,0,"(100, 147)",jpg
Data/Man/face_1105.jpg,0,"(139, 181)",jpg
Data/Man/face_1106.jpg,0,"(570, 918)",jpg
Data/Man/face_1107.jpg,0,"(121, 154)",jpg
Data/Man/face_1108.jpg,0,"(219, 282)",jpg
Data/Man/face_1110.jpg,0,"(108, 152)",jpg
Data/Man/face_1111.jpg,0,"(135, 164)",jpg
Data/Man/face_1112.jpg,0,"(250, 310)",jpg
Data/Man/face_1113.jpg,0,"(240, 322)",jpg
Data/Man/face_1115.jpg,0,"(206, 269)",jpg
Data/Man/face_1119.jpg,0,"(220, 304)",jpg
Data/Man/face_1120.jpg,0,"(73, 93)",jpg
Data/Man/face_1121.jpg,0,"(165, 241)",jpg
Data/Man/face_1122.jpg,0,"(184, 235)",jpg
Data/Man/face_1123.jpg,0,"(290, 384)",jpg
Data/Man/face_1124.jpg,0,"(434, 563)",jpg
Data/Man/face_1126.jpg,0,"(263, 345)",jpg
Data/Man/face_1134.jpg,0,"(129, 166)",jpg
Data/Man/face_1135.jpg,0,"(202, 241)",jpg
Data/Man/face_1136.jpg,0,"(207, 259)",jpg
Data/Man/face_1137.jpg,0,"(82, 123)",jpg
Data/Man/face_1138.jpg,0,"(67, 90)",jpg
Data/Man/face_1139.jpg,0,"(166, 231)",jpg
Data/Man/face_1140.jpg,0,"(165, 211)",jpg
Data/Man/face_1141.jpg,0,"(268, 370)",jpg
Data/Man/face_1142.jpg,0,"(200, 272)",jpg
Data/Man/face_1143.jpg,0,"(54, 79)",jpg
Data/Man/face_1144.jpg,0,"(239, 343)",jpg
Data/Man/face_1145.jpg,0,"(78, 103)",jpg
Data/Man/face_1146.jpg,0,"(224, 315)",jpg
Data/Man/face_1147.jpg,0,"(304, 420)",jpg
Data/Man/face_1148.jpg,0,"(116, 146)",jpg
Data/Man/face_1149.jpg,0,"(195, 255)",jpg
Data/Man/face_1150.jpg,0,"(325, 459)",jpg
Data/Man/face_1151.jpg,0,"(52, 77)",jpg
Data/Man/face_1152.jpg,0,"(147, 210)",jpg
Data/Man/face_1153.jpg,0,"(187, 241)",jpg
Data/Man/face_1155.jpg,0,"(217, 290)",jpg
Data/Man/face_1156.jpg,0,"(146, 165)",jpg
Data/Man/face_1157.jpg,0,"(267, 352)",jpg
Data/Man/face_1159.jpg,0,"(40, 51)",jpg
Data/Man/face_1160.jpg,0,"(115, 154)",jpg
Data/Man/face_1161.jpg,0,"(163, 203)",jpg
Data/Man/face_1162.jpg,0,"(127, 180)",jpg
Data/Man/face_1163.jpg,0,"(274, 338)",jpg
Data/Man/face_1164.jpg,0,"(91, 120)",jpg
Data/Man/face_1165.jpg,0,"(146, 189)",jpg
Data/Man/face_1166.jpg,0,"(116, 166)",jpg
Data/Man/face_1167.jpg,0,"(111, 145)",jpg
Data/Man/face_1169.jpg,0,"(257, 348)",jpg
Data/Man/face_1170.jpg,0,"(125, 186)",jpg
Data/Man/face_1171.jpg,0,"(215, 252)",jpg
Data/Man/face_1172.jpg,0,"(96, 113)",jpg
Data/Man/face_1173.jpg,0,"(489, 670)",jpg
Data/Man/face_1174.jpg,0,"(158, 210)",jpg
Data/Man/face_1175.jpg,0,"(149, 208)",jpg
Data/Man/face_1176.jpg,0,"(195, 268)",jpg
Data/Man/face_1178.jpg,0,"(495, 579)",jpg
Data/Man/face_1180.jpg,0,"(317, 397)",jpg
Data/Man/face_1181.jpg,0,"(151, 187)",jpg
Data/Man/face_1182.jpg,0,"(112, 145)",jpg
Data/Man/face_1183.jpg,0,"(222, 277)",jpg
Data/Man/face_1184.jpg,0,"(129, 148)",jpg
Data/Man/face_1186.jpg,0,"(371, 513)",jpg
Data/Man/face_1188.jpg,0,"(94, 123)",jpg
Data/Man/face_1189.jpg,0,"(143, 197)",jpg
Data/Man/face_1190.jpg,0,"(89, 112)",jpg
Data/Man/face_1191.jpg,0,"(291, 373)",jpg
Data/Man/face_1192.jpg,0,"(70, 92)",jpg
Data/Man/face_1193.jpg,0,"(114, 119)",jpg
Data/Man/face_1194.jpg,0,"(84, 118)",jpg
Data/Man/face_1196.jpg,0,"(139, 172)",jpg
Data/Man/face_1197.jpg,0,"(82, 115)",jpg
Data/Man/face_1198.jpg,0,"(144, 197)",jpg
Data/Man/face_1199.jpg,0,"(166, 230)",jpg
Data/Man/face_1200.jpg,0,"(147, 197)",jpg
Data/Man/face_1201.jpg,0,"(98, 128)",jpg
Data/Man/face_1202.jpg,0,"(94, 123)",jpg
Data/Man/face_1203.jpg,0,"(78, 112)",jpg
Data/Man/face_1204.jpg,0,"(340, 496)",jpg
Data/Man/face_1205.jpg,0,"(223, 306)",jpg
Data/Man/face_1206.jpg,0,"(98, 136)",jpg
Data/Man/face_1207.jpg,0,"(124, 153)",jpg
Data/Man/face_1208.jpg,0,"(382, 586)",jpg
Data/Man/face_1210.jpg,0,"(176, 208)",jpg
Data/Man/face_1211.jpg,0,"(39, 56)",jpg
Data/Man/face_1212.jpg,0,"(220, 302)",jpg
Data/Man/face_1213.jpg,0,"(412, 567)",jpg
Data/Man/face_1214.jpg,0,"(263, 317)",jpg
Data/Man/face_1215.jpg,0,"(106, 146)",jpg
Data/Man/face_1217.jpg,0,"(56, 71)",jpg
Data/Man/face_1218.jpg,0,"(158, 185)",jpg
Data/Man/face_1219.jpg,0,"(183, 263)",jpg
Data/Man/face_1222.jpg,0,"(500, 686)",jpg
Data/Man/face_1229.jpg,0,"(205, 271)",jpg
Data/Man/face_1230.jpg,0,"(322, 439)",jpg
Data/Man/face_1231.jpg,0,"(84, 115)",jpg
Data/Man/face_1232.jpg,0,"(152, 212)",jpg
Data/Man/face_1233.jpg,0,"(102, 126)",jpg
Data/Man/face_1234.jpg,0,"(101, 134)",jpg
Data/Man/face_1235.jpg,0,"(149, 203)",jpg
Data/Man/face_1236.jpg,0,"(80, 112)",jpg
Data/Man/face_1237.jpg,0,"(142, 189)",jpg
Data/Man/face_1238.jpg,0,"(136, 174)",jpg
Data/Man/face_1240.jpg,0,"(217, 268)",jpg
Data/Man/face_1241.jpg,0,"(265, 327)",jpg
Data/Man/face_1242.jpg,0,"(181, 257)",jpg
Data/Man/face_1243.jpg,0,"(170, 205)",jpg
Data/Man/face_1245.jpg,0,"(184, 225)",jpg
Data/Man/face_1246.jpg,0,"(246, 322)",jpg
Data/Man/face_1247.jpg,0,"(169, 236)",jpg
Data/Man/face_1248.jpg,0,"(152, 195)",jpg
Data/Man/face_1249.jpg,0,"(156, 209)",jpg
Data/Man/face_1250.jpg,0,"(157, 204)",jpg
Data/Man/face_1251.jpg,0,"(165, 203)",jpg
Data/Man/face_1253.jpg,0,"(161, 212)",jpg
Data/Man/face_1254.jpg,0,"(93, 130)",jpg
Data/Man/face_1255.jpg,0,"(246, 324)",jpg
Data/Man/face_1256.jpg,0,"(160, 218)",jpg
Data/Man/face_1257.jpg,0,"(97, 159)",jpg
Data/Man/face_1258.jpg,0,"(379, 500)",jpg
Data/Man/face_1260.jpg,0,"(150, 199)",jpg
Data/Man/face_1261.jpg,0,"(114, 158)",jpg
Data/Man/face_1262.jpg,0,"(148, 207)",jpg
Data/Man/face_1263.jpg,0,"(325, 419)",jpg
Data/Man/face_1264.jpg,0,"(152, 205)",jpg
Data/Man/face_1265.jpg,0,"(66, 99)",jpg
Data/Man/face_1266.jpg,0,"(68, 88)",jpg
Data/Man/face_1267.jpg,0,"(86, 105)",jpg
Data/Man/face_1269.jpg,0,"(40, 69)",jpg
Data/Man/face_1270.jpg,0,"(122, 164)",jpg
Data/Man/face_1271.jpg,0,"(292, 371)",jpg
Data/Man/face_1272.jpg,0,"(204, 276)",jpg
Data/Man/face_1273.jpg,0,"(96, 142)",jpg
Data/Man/face_1274.jpg,0,"(150, 187)",jpg
Data/Man/face_1275.jpg,0,"(65, 90)",jpg
Data/Man/face_1276.jpg,0,"(248, 312)",jpg
Data/Man/face_1278.jpg,0,"(190, 282)",jpg
Data/Man/face_1279.jpg,0,"(150, 180)",jpg
Data/Man/face_1280.jpg,0,"(356, 488)",jpg
Data/Man/face_1282.jpg,0,"(158, 212)",jpg
Data/Man/face_1283.jpg,0,"(118, 152)",jpg
Data/Man/face_1284.jpg,0,"(176, 251)",jpg
Data/Man/face_1285.jpg,0,"(359, 433)",jpg
Data/Man/face_1287.jpg,0,"(169, 192)",jpg
Data/Man/face_1288.jpg,0,"(268, 341)",jpg
Data/Man/face_1289.jpg,0,"(163, 230)",jpg
Data/Man/face_1290.jpg,0,"(88, 117)",jpg
Data/Man/face_1291.jpg,0,"(67, 90)",jpg
Data/Man/face_1292.jpg,0,"(182, 227)",jpg
Data/Man/face_1293.jpg,0,"(34, 47)",jpg
Data/Man/face_1294.jpg,0,"(99, 155)",jpg
Data/Man/face_1295.jpg,0,"(139, 191)",jpg
Data/Man/face_1296.jpg,0,"(128, 160)",jpg
Data/Man/face_1297.jpg,0,"(81, 121)",jpg
Data/Man/face_1298.jpg,0,"(236, 304)",jpg
Data/Man/face_1299.jpg,0,"(441, 565)",jpg
Data/Man/face_1300.jpg,0,"(164, 207)",jpg
Data/Man/face_1301.jpg,0,"(166, 229)",jpg
Data/Man/face_1302.jpg,0,"(142, 195)",jpg
Data/Man/face_1303.jpg,0,"(83, 118)",jpg
Data/Man/face_1304.jpg,0,"(644, 759)",jpg
